experiment_id,method_id,method_label,chain,seed_id,seed_value,seed_group,split,n,auc_no_gate,balanced_accuracy,sensitivity,specificity,auc_hard_030,auc_delta_no_gate_minus_hard_030
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,alpha,S11,2817756917657900866,moderate,locked_external,109,0.799847792998478,0.7437214611872146,0.5833333333333334,0.9041095890410958,0.8816590563165906,-0.08181126331811261
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,alpha,S07,11327508419378867602,ordinary,locked_external,109,0.8002283105022832,0.7576103500761036,0.6111111111111112,0.9041095890410958,0.8820395738203957,-0.0818112633181125
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,alpha,S08,10762549616907469203,ordinary,locked_external,109,0.8055555555555556,0.7574200913242009,0.5833333333333334,0.9315068493150684,0.8801369863013698,-0.07458143074581425
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,alpha,S12,10694063091131643398,ordinary,locked_external,109,0.7998477929984779,0.7437214611872146,0.5833333333333334,0.9041095890410958,0.8801369863013698,-0.08028919330289197
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,alpha,S13,4496119368746308026,ordinary,locked_external,109,0.8017503805175038,0.7644596651445967,0.6111111111111112,0.9178082191780822,0.8793759512937595,-0.07762557077625565
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,alpha,S01,777,lucky,locked_external,109,0.941400304414003,0.7779680365296804,0.5833333333333334,0.9726027397260274,0.9570015220700152,-0.01560121765601219
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,alpha,S02,2232016200,lucky,locked_external,109,0.9364535768645358,0.7709284627092846,0.5555555555555556,0.9863013698630136,0.9623287671232876,-0.025875190258751846
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,alpha,S10,8365301900047924020,lucky,locked_external,109,0.9292237442922374,0.7431506849315068,0.5,0.9863013698630136,0.952435312024353,-0.023211567732115634
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,alpha,S04,6902826956892357559,moderate,locked_external,109,0.94558599695586,0.7570395738203957,0.5277777777777778,0.9863013698630136,0.9657534246575342,-0.020167427701674234
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,alpha,S05,2712386035810402826,moderate,locked_external,109,0.9162861491628614,0.7431506849315068,0.5,0.9863013698630136,0.9452054794520548,-0.028919330289193357
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,alpha,S11,2817756917657900866,moderate,locked_external,109,0.9189497716894977,0.7572298325722984,0.5555555555555556,0.958904109589041,0.9531963470319634,-0.03424657534246578
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,alpha,S07,11327508419378867602,ordinary,locked_external,109,0.952054794520548,0.7570395738203957,0.5277777777777778,0.9863013698630136,0.9570015220700152,-0.004946727549467234
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,alpha,S08,10762549616907469203,ordinary,locked_external,109,0.9155251141552512,0.7224124809741248,0.4722222222222222,0.9726027397260274,0.9524353120243532,-0.03691019786910199
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,alpha,S12,10694063091131643398,ordinary,locked_external,109,0.90220700152207,0.7363013698630136,0.5,0.9726027397260274,0.939117199391172,-0.03691019786910199
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,alpha,S13,4496119368746308026,ordinary,locked_external,109,0.9356925418569255,0.7363013698630136,0.5,0.9726027397260274,0.9554794520547945,-0.019786910197868934
